,Metal,IsolateID,Replicate,Concentration,factor,hours,od
15333,Hg,NO 17,3,1,4,35.58333333,0.337
15307,Zn,NO 17,1,1,2,35.58333333,0.341
15332,Hg,NO 17,2,1,4,35.58333333,0.342
15372,Cr,NO 17,3,100,5,35.58333333,0.343
15357,Cr,NO 17,3,0,0,35.58333333,0.344
15370,Cr,NO 17,1,100,5,35.58333333,0.345
15297,Pb,NO 17,3,10,4,35.58333333,0.35
15309,Zn,NO 17,3,1,2,35.58333333,0.351
15366,Cr,NO 17,3,1,3,35.58333333,0.358
15369,Cr,NO 17,3,10,4,35.58333333,0.38
5994,Se,DR 52,3,10000,5,36,0.001
8391,Se,DR 60,3,0,0,36,0.001
8394,Se,DR 60,3,1,1,36,0.001
5979,Se,DR 52,3,0,0,36,0.002
5980,Se,DR 52,1,1,1,36,0.002
5981,Se,DR 52,2,1,1,36,0.002
5989,Se,DR 52,1,1000,4,36,0.002
5991,Se,DR 52,3,1000,4,36,0.002
5992,Se,DR 52,1,10000,5,36,0.002
8389,Se,DR 60,1,0,0,36,0.002
8392,Se,DR 60,1,1,1,36,0.002
8393,Se,DR 60,2,1,1,36,0.002
8398,Se,DR 60,1,100,3,36,0.002
8401,Se,DR 60,1,1000,4,36,0.002
8402,Se,DR 60,2,1000,4,36,0.002
8403,Se,DR 60,3,1000,4,36,0.002
8404,Se,DR 60,1,10000,5,36,0.002
5977,Se,DR 52,1,0,0,36,0.003
5978,Se,DR 52,2,0,0,36,0.003
5983,Se,DR 52,1,10,2,36,0.003
5984,Se,DR 52,2,10,2,36,0.003
5985,Se,DR 52,3,10,2,36,0.003
5986,Se,DR 52,1,100,3,36,0.003
5990,Se,DR 52,2,1000,4,36,0.003
8390,Se,DR 60,2,0,0,36,0.003
8395,Se,DR 60,1,10,2,36,0.003
8396,Se,DR 60,2,10,2,36,0.003
8397,Se,DR 60,3,10,2,36,0.003
8399,Se,DR 60,2,100,3,36,0.003
8405,Se,DR 60,2,10000,5,36,0.003
8406,Se,DR 60,3,10000,5,36,0.003
5988,Se,DR 52,3,100,3,36,0.004
5993,Se,DR 52,2,10000,5,36,0.004
3473,Se,DR 26,2,10000,5,36,0.008
13066,Hg,DR +74,1,10,5,36,0.013
13067,Hg,DR +74,2,10,5,36,0.013
13068,Hg,DR +74,3,10,5,36,0.013
16780,Se,NO 22,1,1,1,36,0.014
3472,Se,DR 26,1,10000,5,36,0.015
3474,Se,DR 26,3,10000,5,36,0.015
5982,Se,DR 52,3,1,1,36,0.017
16781,Se,NO 22,2,1,1,36,0.03
15641,Se,NO 17,2,10000,5,36,0.031
3469,Se,DR 26,1,1000,4,36,0.032
3470,Se,DR 26,2,1000,4,36,0.032
3471,Se,DR 26,3,1000,4,36,0.032
8400,Se,DR 60,3,100,3,36,0.032
16792,Se,NO 22,1,10000,5,36,0.032
16793,Se,NO 22,2,10000,5,36,0.032
15640,Se,NO 17,1,10000,5,36,0.033
13063,Hg,DR +74,1,1,4,36,0.034
11968,Se,DR+72,1,10000,5,36,0.039
13065,Hg,DR +74,3,1,4,36,0.039
11969,Se,DR+72,2,10000,5,36,0.04
16794,Se,NO 22,3,10000,5,36,0.04
5987,Se,DR 52,2,100,3,36,0.041
11970,Se,DR+72,3,10000,5,36,0.041
10529,Se,DR 76,2,10000,5,36,0.043
10530,Se,DR 76,3,10000,5,36,0.044
10528,Se,DR 76,1,10000,5,36,0.045
14380,Se,NO 14,1,10000,5,36,0.045
13064,Hg,DR +74,2,1,4,36,0.051
14381,Se,NO 14,2,10000,5,36,0.051
14382,Se,NO 14,3,10000,5,36,0.051
11966,Se,DR+72,2,1000,4,36,0.057
11967,Se,DR+72,3,1000,4,36,0.06
11965,Se,DR+72,1,1000,4,36,0.061
15638,Se,NO 17,2,1000,4,36,0.066
10527,Se,DR 76,3,1000,4,36,0.067
15639,Se,NO 17,3,1000,4,36,0.07
16790,Se,NO 22,2,1000,4,36,0.07
10526,Se,DR 76,2,1000,4,36,0.071
11962,Se,DR+72,1,100,3,36,0.072
15630,Se,NO 17,3,1,1,36,0.072
11964,Se,DR+72,3,100,3,36,0.073
11963,Se,DR+72,2,100,3,36,0.076
15633,Se,NO 17,3,10,2,36,0.076
16789,Se,NO 22,1,1000,4,36,0.076
11956,Se,DR+72,1,1,1,36,0.077
13000,Cd,DR +74,1,0.001,1,36,0.077
10525,Se,DR 76,1,1000,4,36,0.078
14365,Se,NO 14,1,0,0,36,0.078
15634,Se,NO 17,1,100,3,36,0.078
11957,Se,DR+72,2,1,1,36,0.079
12998,Cd,DR +74,2,0,0,36,0.079
12999,Cd,DR +74,3,0,0,36,0.081
15629,Se,NO 17,2,1,1,36,0.081
15631,Se,NO 17,1,10,2,36,0.081
15632,Se,NO 17,2,10,2,36,0.081
15636,Se,NO 17,3,100,3,36,0.081
11958,Se,DR+72,3,1,1,36,0.082
13007,Cd,DR +74,2,0.1,3,36,0.082
15635,Se,NO 17,2,100,3,36,0.082
15637,Se,NO 17,1,1000,4,36,0.083
13076,As,DR +74,2,0.01,2,36,0.084
14378,Se,NO 14,2,1000,4,36,0.084
10514,Se,DR 76,2,0,0,36,0.085
10515,Se,DR 76,3,0,0,36,0.085
13072,As,DR +74,1,0.001,1,36,0.085
14368,Se,NO 14,1,1,1,36,0.085
16791,Se,NO 22,3,1000,4,36,0.085
13003,Cd,DR +74,1,0.01,2,36,0.086
11959,Se,DR+72,1,10,2,36,0.087
13004,Cd,DR +74,2,0.01,2,36,0.087
13078,As,DR +74,1,0.1,3,36,0.087
14377,Se,NO 14,1,1000,4,36,0.087
11955,Se,DR+72,3,0,0,36,0.088
13006,Cd,DR +74,1,0.1,3,36,0.088
14366,Se,NO 14,2,0,0,36,0.088
14369,Se,NO 14,2,1,1,36,0.088
13069,As,DR +74,1,0,0,36,0.089
13073,As,DR +74,2,0.001,1,36,0.089
11953,Se,DR+72,1,0,0,36,0.09
11960,Se,DR+72,2,10,2,36,0.09
12997,Cd,DR +74,1,0,0,36,0.09
13001,Cd,DR +74,2,0.001,1,36,0.09
13002,Cd,DR +74,3,0.001,1,36,0.09
10524,Se,DR 76,3,100,3,36,0.091
10523,Se,DR 76,2,100,3,36,0.092
11954,Se,DR+72,2,0,0,36,0.092
13079,As,DR +74,2,0.1,3,36,0.092
10513,Se,DR 76,1,0,0,36,0.093
13075,As,DR +74,1,0.01,2,36,0.093
10518,Se,DR 76,3,1,1,36,0.095
15628,Se,NO 17,1,1,1,36,0.095
13034,Zn,DR +74,2,0,0,36,0.096
13039,Zn,DR +74,1,1,2,36,0.096
14379,Se,NO 14,3,1000,4,36,0.096
14371,Se,NO 14,1,10,2,36,0.097
13036,Zn,DR +74,1,0.1,1,36,0.098
10516,Se,DR 76,1,1,1,36,0.099
10522,Se,DR 76,1,100,3,36,0.099
14374,Se,NO 14,1,100,3,36,0.099
16782,Se,NO 22,3,1,1,36,0.099
13070,As,DR +74,2,0,0,36,0.1
16788,Se,NO 22,3,100,3,36,0.1
14372,Se,NO 14,2,10,2,36,0.101
16783,Se,NO 22,1,10,2,36,0.101
10517,Se,DR 76,2,1,1,36,0.102
10520,Se,DR 76,2,10,2,36,0.102
10521,Se,DR 76,3,10,2,36,0.102
13037,Zn,DR +74,2,0.1,1,36,0.105
13040,Zn,DR +74,2,1,2,36,0.106
13122,Se,DR +74,3,10000,5,36,0.108
13117,Se,DR +74,1,1000,4,36,0.109
13009,Cd,DR +74,1,1,4,36,0.11
13010,Cd,DR +74,2,1,4,36,0.11
16785,Se,NO 22,3,10,2,36,0.111
3466,Se,DR 26,1,100,3,36,0.112
11961,Se,DR+72,3,10,2,36,0.112
13074,As,DR +74,3,0.001,1,36,0.112
13081,As,DR +74,1,1,4,36,0.113
13091,Cr,DR +74,2,0.01,1,36,0.113
13096,Cr,DR +74,1,1,3,36,0.113
14375,Se,NO 14,2,100,3,36,0.113
3468,Se,DR 26,3,100,3,36,0.114
13094,Cr,DR +74,2,0.1,2,36,0.114
10519,Se,DR 76,1,10,2,36,0.115
13005,Cd,DR +74,3,0.01,2,36,0.115
13118,Se,DR +74,2,1000,4,36,0.115
13033,Zn,DR +74,1,0,0,36,0.116
13092,Cr,DR +74,3,0.01,1,36,0.116
13042,Zn,DR +74,1,10,3,36,0.117
13048,Zn,DR +74,1,1000,5,36,0.117
13097,Cr,DR +74,2,1,3,36,0.118
13098,Cr,DR +74,3,1,3,36,0.118
13121,Se,DR +74,2,10000,5,36,0.118
16787,Se,NO 22,2,100,3,36,0.118
4732,Se,DR 3-2,1,10000,5,36,0.119
13071,As,DR +74,3,0,0,36,0.119
16786,Se,NO 22,1,100,3,36,0.119
13082,As,DR +74,2,1,4,36,0.12
4733,Se,DR 3-2,2,10000,5,36,0.121
13012,Cd,DR +74,1,10,5,36,0.121
18053,Se,SI 2,2,10000,5,36,0.121
13044,Zn,DR +74,3,10,3,36,0.122
13045,Zn,DR +74,1,100,4,36,0.123
13046,Zn,DR +74,2,100,4,36,0.123
4734,Se,DR 3-2,3,10000,5,36,0.124
13049,Zn,DR +74,2,1000,5,36,0.124
13085,As,DR +74,2,10,5,36,0.124
13041,Zn,DR +74,3,1,2,36,0.125
13087,Cr,DR +74,1,0,0,36,0.125
18054,Se,SI 2,3,10000,5,36,0.125
13083,As,DR +74,3,1,4,36,0.126
13120,Se,DR +74,1,10000,5,36,0.126
13043,Zn,DR +74,2,10,3,36,0.127
13014,Cd,DR +74,3,10,5,36,0.128
13047,Zn,DR +74,3,100,4,36,0.128
3463,Se,DR 26,1,10,2,36,0.13
3467,Se,DR 26,2,100,3,36,0.13
13050,Zn,DR +74,3,1000,5,36,0.13
13119,Se,DR +74,3,1000,4,36,0.13
13008,Cd,DR +74,3,0.1,3,36,0.131
13013,Cd,DR +74,2,10,5,36,0.131
13025,Pb,DR +74,2,1,3,36,0.131
13055,Hg,DR +74,2,0.001,1,36,0.131
13077,As,DR +74,3,0.01,2,36,0.131
18052,Se,SI 2,1,10000,5,36,0.131
13019,Pb,DR +74,2,0.01,1,36,0.132
13093,Cr,DR +74,1,0.1,2,36,0.132
13095,Cr,DR +74,3,0.1,2,36,0.132
14376,Se,NO 14,3,100,3,36,0.132
13024,Pb,DR +74,1,1,3,36,0.133
13080,As,DR +74,3,0.1,3,36,0.133
13017,Pb,DR +74,3,0,0,36,0.134
13086,As,DR +74,3,10,5,36,0.134
13114,Se,DR +74,1,100,3,36,0.134
13021,Pb,DR +74,1,0.1,2,36,0.135
13027,Pb,DR +74,1,10,4,36,0.135
13028,Pb,DR +74,2,10,4,36,0.135
13035,Zn,DR +74,3,0,0,36,0.135
13089,Cr,DR +74,3,0,0,36,0.135
13108,Se,DR +74,1,1,1,36,0.135
13011,Cd,DR +74,3,1,4,36,0.136
13031,Pb,DR +74,2,100,5,36,0.136
13038,Zn,DR +74,3,0.1,1,36,0.138
13051,Hg,DR +74,1,0,0,36,0.138
13052,Hg,DR +74,2,0,0,36,0.138
13054,Hg,DR +74,1,0.001,1,36,0.138
13032,Pb,DR +74,3,100,5,36,0.139
3465,Se,DR 26,3,10,2,36,0.14
13061,Hg,DR +74,2,0.1,3,36,0.14
13084,As,DR +74,1,10,5,36,0.14
13106,Se,DR +74,2,0,0,36,0.14
13016,Pb,DR +74,2,0,0,36,0.141
13088,Cr,DR +74,2,0,0,36,0.141
13090,Cr,DR +74,1,0.01,1,36,0.141
13015,Pb,DR +74,1,0,0,36,0.142
13060,Hg,DR +74,1,0.1,3,36,0.142
13062,Hg,DR +74,3,0.1,3,36,0.143
13020,Pb,DR +74,3,0.01,1,36,0.144
13018,Pb,DR +74,1,0.01,1,36,0.145
13053,Hg,DR +74,3,0,0,36,0.145
13057,Hg,DR +74,1,0.01,2,36,0.145
13058,Hg,DR +74,2,0.01,2,36,0.145
13101,Cr,DR +74,3,10,4,36,0.145
13105,Se,DR +74,1,0,0,36,0.145
13109,Se,DR +74,2,1,1,36,0.145
13116,Se,DR +74,3,100,3,36,0.145
14370,Se,NO 14,3,1,1,36,0.145
13026,Pb,DR +74,3,1,3,36,0.146
13056,Hg,DR +74,3,0.001,1,36,0.146
13100,Cr,DR +74,2,10,4,36,0.146
13022,Pb,DR +74,2,0.1,2,36,0.147
13030,Pb,DR +74,1,100,5,36,0.147
13059,Hg,DR +74,3,0.01,2,36,0.147
13110,Se,DR +74,3,1,1,36,0.147
3462,Se,DR 26,3,1,1,36,0.148
13112,Se,DR +74,2,10,2,36,0.148
3461,Se,DR 26,2,1,1,36,0.149
13099,Cr,DR +74,1,10,4,36,0.149
13023,Pb,DR +74,3,0.1,2,36,0.151
13107,Se,DR +74,3,0,0,36,0.151
14373,Se,NO 14,3,10,2,36,0.151
3460,Se,DR 26,1,1,1,36,0.152
3464,Se,DR 26,2,10,2,36,0.152
3458,Se,DR 26,2,0,0,36,0.153
15642,Se,NO 17,3,10000,5,36,0.154
13113,Se,DR +74,3,10,2,36,0.155
16784,Se,NO 22,2,10,2,36,0.155
13029,Pb,DR +74,3,10,4,36,0.157
13111,Se,DR +74,1,10,2,36,0.157
3459,Se,DR 26,3,0,0,36,0.163
13115,Se,DR +74,2,100,3,36,0.165
3457,Se,DR 26,1,0,0,36,0.168
13104,Cr,DR +74,3,100,5,36,0.168
13103,Cr,DR +74,2,100,5,36,0.177
11788,Se,DR+51,1,10000,5,36,0.179
13102,Cr,DR +74,1,100,5,36,0.182
11789,Se,DR+51,2,10000,5,36,0.183
4729,Se,DR 3-2,1,1000,4,36,0.201
7254,Se,DR 5,3,10000,5,36,0.202
7253,Se,DR 5,2,10000,5,36,0.209
4731,Se,DR 3-2,3,1000,4,36,0.211
7252,Se,DR 5,1,10000,5,36,0.212
15627,Se,NO 17,3,0,0,36,0.218
1241,Se,DR 13,2,10000,5,36,0.219
1229,Se,DR 13,2,1,1,36,0.221
1242,Se,DR 13,3,10000,5,36,0.221
4730,Se,DR 3-2,2,1000,4,36,0.221
15625,Se,NO 17,1,0,0,36,0.223
18050,Se,SI 2,2,1000,4,36,0.223
11790,Se,DR+51,3,10000,5,36,0.23
1232,Se,DR 13,2,10,2,36,0.231
1240,Se,DR 13,1,10000,5,36,0.231
18051,Se,SI 2,3,1000,4,36,0.231
1235,Se,DR 13,2,100,3,36,0.234
1230,Se,DR 13,3,1,1,36,0.235
14367,Se,NO 14,3,0,0,36,0.236
15626,Se,NO 17,2,0,0,36,0.237
16778,Se,NO 22,2,0,0,36,0.237
18049,Se,SI 2,1,1000,4,36,0.241
1238,Se,DR 13,2,1000,4,36,0.243
11785,Se,DR+51,1,1000,4,36,0.243
1228,Se,DR 13,1,1,1,36,0.244
1239,Se,DR 13,3,1000,4,36,0.244
1231,Se,DR 13,1,10,2,36,0.247
16777,Se,NO 22,1,0,0,36,0.247
1236,Se,DR 13,3,100,3,36,0.249
1233,Se,DR 13,3,10,2,36,0.252
11787,Se,DR+51,3,1000,4,36,0.254
1225,Se,DR 13,1,0,0,36,0.258
1226,Se,DR 13,2,0,0,36,0.259
11786,Se,DR+51,2,1000,4,36,0.26
1237,Se,DR 13,1,1000,4,36,0.261
4727,Se,DR 3-2,2,100,3,36,0.262
4726,Se,DR 3-2,1,100,3,36,0.263
18045,Se,SI 2,3,10,2,36,0.265
1234,Se,DR 13,1,100,3,36,0.27
18048,Se,SI 2,3,100,3,36,0.27
1227,Se,DR 13,3,0,0,36,0.271
11782,Se,DR+51,1,100,3,36,0.273
18047,Se,SI 2,2,100,3,36,0.277
16779,Se,NO 22,3,0,0,36,0.283
18044,Se,SI 2,2,10,2,36,0.284
11779,Se,DR+51,1,10,2,36,0.288
18041,Se,SI 2,2,1,1,36,0.29
18040,Se,SI 2,1,1,1,36,0.292
18043,Se,SI 2,1,10,2,36,0.294
7250,Se,DR 5,2,1000,4,36,0.305
11783,Se,DR+51,2,100,3,36,0.308
4728,Se,DR 3-2,3,100,3,36,0.31
11776,Se,DR+51,1,1,1,36,0.31
11777,Se,DR+51,2,1,1,36,0.311
18046,Se,SI 2,1,100,3,36,0.311
7251,Se,DR 5,3,1000,4,36,0.312
11780,Se,DR+51,2,10,2,36,0.313
11773,Se,DR+51,1,0,0,36,0.314
7249,Se,DR 5,1,1000,4,36,0.315
18038,Se,SI 2,2,0,0,36,0.318
18039,Se,SI 2,3,0,0,36,0.319
18042,Se,SI 2,3,1,1,36,0.319
18037,Se,SI 2,1,0,0,36,0.32
7247,Se,DR 5,2,100,3,36,0.334
11774,Se,DR+51,2,0,0,36,0.339
11784,Se,DR+51,3,100,3,36,0.34
11778,Se,DR+51,3,1,1,36,0.344
11781,Se,DR+51,3,10,2,36,0.344
4718,Se,DR 3-2,2,0,0,36,0.345
7244,Se,DR 5,2,10,2,36,0.346
7248,Se,DR 5,3,100,3,36,0.346
11775,Se,DR+51,3,0,0,36,0.346
4722,Se,DR 3-2,3,1,1,36,0.349
7241,Se,DR 5,2,1,1,36,0.354
4720,Se,DR 3-2,1,1,1,36,0.355
4723,Se,DR 3-2,1,10,2,36,0.362
7245,Se,DR 5,3,10,2,36,0.372
7246,Se,DR 5,1,100,3,36,0.374
4717,Se,DR 3-2,1,0,0,36,0.376
4725,Se,DR 3-2,3,10,2,36,0.381
7243,Se,DR 5,1,10,2,36,0.386
4724,Se,DR 3-2,2,10,2,36,0.389
7240,Se,DR 5,1,1,1,36,0.392
7242,Se,DR 5,3,1,1,36,0.392
7238,Se,DR 5,2,0,0,36,0.393
7239,Se,DR 5,3,0,0,36,0.393
7237,Se,DR 5,1,0,0,36,0.4
4719,Se,DR 3-2,3,0,0,36,0.41
4721,Se,DR 3-2,2,1,1,36,0.427
2140,Cd,DR 24,1,10,5,36.12,0.141
2142,Cd,DR 24,3,10,5,36.12,0.155
2141,Cd,DR 24,2,10,5,36.12,0.158
2177,Zn,DR 24,2,1000,5,36.12,0.204
2176,Zn,DR 24,1,1000,5,36.12,0.206
2178,Zn,DR 24,3,1000,5,36.12,0.208
2138,Cd,DR 24,2,1,4,36.12,0.219
2139,Cd,DR 24,3,1,4,36.12,0.219
2137,Cd,DR 24,1,1,4,36.12,0.25
2136,Cd,DR 24,3,0.1,3,36.12,0.253
2179,Hg,DR 24,1,0,0,36.12,0.253
2163,Zn,DR 24,3,0,0,36.12,0.255
2160,Pb,DR 24,3,100,5,36.12,0.256
2198,As,DR 24,2,0,0,36.12,0.259
2146,Pb,DR 24,1,0.01,1,36.12,0.26
2165,Zn,DR 24,2,0.1,1,36.12,0.262
2204,As,DR 24,2,0.01,2,36.12,0.262
2127,Cd,DR 24,3,0,0,36.12,0.263
2159,Pb,DR 24,2,100,5,36.12,0.263
2182,Hg,DR 24,1,0.001,1,36.12,0.263
2135,Cd,DR 24,2,0.1,3,36.12,0.264
2161,Zn,DR 24,1,0,0,36.12,0.264
2189,Hg,DR 24,2,0.1,3,36.12,0.264
2206,As,DR 24,1,0.1,3,36.12,0.264
2207,As,DR 24,2,0.1,3,36.12,0.264
2218,Cr,DR 24,1,0.01,1,36.12,0.264
2130,Cd,DR 24,3,0.001,1,36.12,0.265
2125,Cd,DR 24,1,0,0,36.12,0.267
2154,Pb,DR 24,3,1,3,36.12,0.267
2162,Zn,DR 24,2,0,0,36.12,0.267
2180,Hg,DR 24,2,0,0,36.12,0.267
2185,Hg,DR 24,1,0.01,2,36.12,0.267
2192,Hg,DR 24,2,1,4,36.12,0.267
2202,As,DR 24,3,0.001,1,36.12,0.267
2203,As,DR 24,1,0.01,2,36.12,0.267
2215,Cr,DR 24,1,0,0,36.12,0.267
2224,Cr,DR 24,1,1,3,36.12,0.267
2227,Cr,DR 24,1,10,4,36.12,0.267
2143,Pb,DR 24,1,0,0,36.12,0.268
2193,Hg,DR 24,3,1,4,36.12,0.268
2216,Cr,DR 24,2,0,0,36.12,0.268
2220,Cr,DR 24,3,0.01,1,36.12,0.268
2222,Cr,DR 24,2,0.1,2,36.12,0.268
2132,Cd,DR 24,2,0.01,2,36.12,0.269
2173,Zn,DR 24,1,100,4,36.12,0.269
2183,Hg,DR 24,2,0.001,1,36.12,0.269
2229,Cr,DR 24,3,10,4,36.12,0.269
2126,Cd,DR 24,2,0,0,36.12,0.27
2200,As,DR 24,1,0.001,1,36.12,0.27
2205,As,DR 24,3,0.01,2,36.12,0.27
2221,Cr,DR 24,1,0.1,2,36.12,0.27
2186,Hg,DR 24,2,0.01,2,36.12,0.271
2201,As,DR 24,2,0.001,1,36.12,0.271
2208,As,DR 24,3,0.1,3,36.12,0.271
2128,Cd,DR 24,1,0.001,1,36.12,0.272
2129,Cd,DR 24,2,0.001,1,36.12,0.272
2133,Cd,DR 24,3,0.01,2,36.12,0.272
2156,Pb,DR 24,2,10,4,36.12,0.272
2187,Hg,DR 24,3,0.01,2,36.12,0.272
2191,Hg,DR 24,1,1,4,36.12,0.272
2194,Hg,DR 24,1,10,5,36.12,0.272
2209,As,DR 24,1,1,4,36.12,0.272
2228,Cr,DR 24,2,10,4,36.12,0.272
2170,Zn,DR 24,1,10,3,36.12,0.274
2184,Hg,DR 24,3,0.001,1,36.12,0.275
2230,Cr,DR 24,1,100,5,36.12,0.275
2131,Cd,DR 24,1,0.01,2,36.12,0.276
2134,Cd,DR 24,1,0.1,3,36.12,0.277
2148,Pb,DR 24,3,0.01,1,36.12,0.277
2188,Hg,DR 24,1,0.1,3,36.12,0.277
2190,Hg,DR 24,3,0.1,3,36.12,0.277
2211,As,DR 24,3,1,4,36.12,0.277
2213,As,DR 24,2,10,5,36.12,0.277
2231,Cr,DR 24,2,100,5,36.12,0.277
2155,Pb,DR 24,1,10,4,36.12,0.278
2166,Zn,DR 24,3,0.1,1,36.12,0.278
2232,Cr,DR 24,3,100,5,36.12,0.278
2157,Pb,DR 24,3,10,4,36.12,0.279
2181,Hg,DR 24,3,0,0,36.12,0.279
2158,Pb,DR 24,1,100,5,36.12,0.28
2214,As,DR 24,3,10,5,36.12,0.281
2151,Pb,DR 24,3,0.1,2,36.12,0.283
2172,Zn,DR 24,3,10,3,36.12,0.283
2212,As,DR 24,1,10,5,36.12,0.283
2217,Cr,DR 24,3,0,0,36.12,0.283
2223,Cr,DR 24,3,0.1,2,36.12,0.283
2152,Pb,DR 24,1,1,3,36.12,0.285
2226,Cr,DR 24,3,1,3,36.12,0.285
2153,Pb,DR 24,2,1,3,36.12,0.286
2164,Zn,DR 24,1,0.1,1,36.12,0.286
2219,Cr,DR 24,2,0.01,1,36.12,0.286
2147,Pb,DR 24,2,0.01,1,36.12,0.287
2195,Hg,DR 24,2,10,5,36.12,0.287
2169,Zn,DR 24,3,1,2,36.12,0.291
2210,As,DR 24,2,1,4,36.12,0.291
2196,Hg,DR 24,3,10,5,36.12,0.298
2167,Zn,DR 24,1,1,2,36.12,0.299
2168,Zn,DR 24,2,1,2,36.12,0.299
2175,Zn,DR 24,3,100,4,36.12,0.299
2225,Cr,DR 24,2,1,3,36.12,0.301
2171,Zn,DR 24,2,10,3,36.12,0.304
2174,Zn,DR 24,2,100,4,36.12,0.304
2197,As,DR 24,1,0,0,36.12,0.31
2145,Pb,DR 24,3,0,0,36.12,0.312
2144,Pb,DR 24,2,0,0,36.12,0.319
2150,Pb,DR 24,2,0.1,2,36.12,0.325
2199,As,DR 24,3,0,0,36.12,0.327
2149,Pb,DR 24,1,0.1,2,36.12,0.352
10155,Cd,DR 76,3,0,0,36.25,0.001
10225,As,DR 76,1,0,0,36.25,0.034
10255,Cr,DR 76,1,10,4,36.25,0.035
10256,Cr,DR 76,2,10,4,36.25,0.037
10223,Hg,DR 76,2,10,5,36.25,0.038
10224,Hg,DR 76,3,10,5,36.25,0.039
10207,Hg,DR 76,1,0,0,36.25,0.04
10260,Cr,DR 76,3,100,5,36.25,0.04
10212,Hg,DR 76,3,0.001,1,36.25,0.041
10216,Hg,DR 76,1,0.1,3,36.25,0.041
10247,Cr,DR 76,2,0.01,1,36.25,0.041
10226,As,DR 76,2,0,0,36.25,0.042
10244,Cr,DR 76,2,0,0,36.25,0.042
10153,Cd,DR 76,1,0,0,36.25,0.043
10213,Hg,DR 76,1,0.01,2,36.25,0.043
10173,Pb,DR 76,3,0,0,36.25,0.044
10259,Cr,DR 76,2,100,5,36.25,0.044
10219,Hg,DR 76,1,1,4,36.25,0.045
10220,Hg,DR 76,2,1,4,36.25,0.045
10221,Hg,DR 76,3,1,4,36.25,0.047
10222,Hg,DR 76,1,10,5,36.25,0.048
10218,Hg,DR 76,3,0.1,3,36.25,0.049
10227,As,DR 76,3,0,0,36.25,0.049
10248,Cr,DR 76,3,0.01,1,36.25,0.049
10217,Hg,DR 76,2,0.1,3,36.25,0.052
10208,Hg,DR 76,2,0,0,36.25,0.053
10246,Cr,DR 76,1,0.01,1,36.25,0.053
10214,Hg,DR 76,2,0.01,2,36.25,0.057
10211,Hg,DR 76,2,0.001,1,36.25,0.06
10215,Hg,DR 76,3,0.01,2,36.25,0.06
10157,Cd,DR 76,2,0.001,1,36.25,0.061
10166,Cd,DR 76,2,1,4,36.25,0.062
10156,Cd,DR 76,1,0.001,1,36.25,0.065
10161,Cd,DR 76,3,0.01,2,36.25,0.072
10159,Cd,DR 76,1,0.01,2,36.25,0.074
10245,Cr,DR 76,3,0,0,36.25,0.084
10167,Cd,DR 76,3,1,4,36.25,0.086
10209,Hg,DR 76,3,0,0,36.25,0.086
10238,As,DR 76,2,1,4,36.25,0.111
10233,As,DR 76,3,0.01,2,36.25,0.112
10239,As,DR 76,3,1,4,36.25,0.117
10241,As,DR 76,2,10,5,36.25,0.132
10242,As,DR 76,3,10,5,36.25,0.134
10237,As,DR 76,1,1,4,36.25,0.138
10254,Cr,DR 76,3,1,3,36.25,0.147
10210,Hg,DR 76,1,0.001,1,36.25,0.153
10185,Pb,DR 76,3,10,4,36.25,0.154
10258,Cr,DR 76,1,100,5,36.25,0.156
10184,Pb,DR 76,2,10,4,36.25,0.158
10231,As,DR 76,1,0.01,2,36.25,0.16
10187,Pb,DR 76,2,100,5,36.25,0.162
10182,Pb,DR 76,3,1,3,36.25,0.163
10170,Cd,DR 76,3,10,5,36.25,0.164
10172,Pb,DR 76,2,0,0,36.25,0.164
10257,Cr,DR 76,3,10,4,36.25,0.164
10171,Pb,DR 76,1,0,0,36.25,0.168
10168,Cd,DR 76,1,10,5,36.25,0.17
10162,Cd,DR 76,1,0.1,3,36.25,0.172
10186,Pb,DR 76,1,100,5,36.25,0.172
10240,As,DR 76,1,10,5,36.25,0.172
10164,Cd,DR 76,3,0.1,3,36.25,0.175
10174,Pb,DR 76,1,0.01,1,36.25,0.175
10181,Pb,DR 76,2,1,3,36.25,0.175
10165,Cd,DR 76,1,1,4,36.25,0.177
10169,Cd,DR 76,2,10,5,36.25,0.177
10176,Pb,DR 76,3,0.01,1,36.25,0.177
10180,Pb,DR 76,1,1,3,36.25,0.178
10253,Cr,DR 76,2,1,3,36.25,0.179
10175,Pb,DR 76,2,0.01,1,36.25,0.18
10206,Zn,DR 76,3,1000,5,36.25,0.181
10252,Cr,DR 76,1,1,3,36.25,0.181
10191,Zn,DR 76,3,0,0,36.25,0.183
10188,Pb,DR 76,3,100,5,36.25,0.184
10195,Zn,DR 76,1,1,2,36.25,0.184
10178,Pb,DR 76,2,0.1,2,36.25,0.186
10158,Cd,DR 76,3,0.001,1,36.25,0.187
10177,Pb,DR 76,1,0.1,2,36.25,0.187
10154,Cd,DR 76,2,0,0,36.25,0.189
10183,Pb,DR 76,1,10,4,36.25,0.189
10193,Zn,DR 76,2,0.1,1,36.25,0.189
10192,Zn,DR 76,1,0.1,1,36.25,0.19
10202,Zn,DR 76,2,100,4,36.25,0.191
10200,Zn,DR 76,3,10,3,36.25,0.192
10203,Zn,DR 76,3,100,4,36.25,0.193
10243,Cr,DR 76,1,0,0,36.25,0.194
10201,Zn,DR 76,1,100,4,36.25,0.196
